support_priority_rank,listing_id,name,neighbourhood_cleansed,borough,room_type,minimum_nights,price,peer_median_price,price_gap_pct,available_days,total_days,vacancy_rate,support_reason
556,83474,NY Mag & Budget Travel love us!,Downtown Brooklyn,Brooklyn,Private room,30,166.0,111.0,0.4955,355,365,0.9726,Strict 30+ night minimum AND price 50% above peer median; 97% vacant.
557,1500976236664978303,Modern + Spacious Room in Times Square,Hell's Kitchen,Manhattan,Private room,30,142.0,111.0,0.2793,355,365,0.9726,Strict 30+ night minimum AND price 28% above peer median; 97% vacant.
558,7953819,Lovely Brooklyn Brownstone w Yard,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,225.0,180.0,0.25,355,365,0.9726,Strict 30+ night minimum AND price 25% above peer median; 97% vacant.
559,46923243,"Greenpoint- Quiet Block, Tree Lined Street, Trendy",Greenpoint,Brooklyn,Entire home/apt,30,281.0,180.0,0.5611,354,365,0.9699,Strict 30+ night minimum AND price 56% above peer median; 97% vacant.
560,1408232195858594987,Massive Artist Loft PRIME Soho,SoHo,Manhattan,Entire home/apt,30,489.0,180.0,1.7167,353,365,0.9671,Strict 30+ night minimum AND price 172% above peer median; 97% vacant.
561,1958765,Stylish 2 BR Loft Apt in E.Williamsburg,Williamsburg,Brooklyn,Entire home/apt,30,276.0,180.0,0.5333,353,365,0.9671,Strict 30+ night minimum AND price 53% above peer median; 97% vacant.
562,49926780,Bright and Spacious Brooklyn Loft,Red Hook,Brooklyn,Entire home/apt,30,272.0,180.0,0.5111,353,365,0.9671,Strict 30+ night minimum AND price 51% above peer median; 97% vacant.
563,582478029279386383,King Bed • Purple Mattress • Remote Office,Bushwick,Brooklyn,Entire home/apt,30,250.0,180.0,0.3889,353,365,0.9671,Strict 30+ night minimum AND price 39% above peer median; 97% vacant.
564,4453484,Prime Artist Loft &  Exposed Brick,Williamsburg,Brooklyn,Entire home/apt,31,230.0,180.0,0.2778,353,365,0.9671,Strict 31+ night minimum AND price 28% above peer median; 97% vacant.
565,25071168,Spacious Guest Suite in Park Slope Brownstone,Park Slope,Brooklyn,Private room,30,250.0,111.0,1.2523,352,365,0.9644,Strict 30+ night minimum AND price 125% above peer median; 96% vacant.
566,1394285227105190293,East Village scape NYC Flair,East Village,Manhattan,Entire home/apt,30,367.0,180.0,1.0389,352,365,0.9644,Strict 30+ night minimum AND price 104% above peer median; 96% vacant.
567,9324841,Large artist one bedroom in Williamsburg!,Williamsburg,Brooklyn,Entire home/apt,30,365.0,180.0,1.0278,352,365,0.9644,Strict 30+ night minimum AND price 103% above peer median; 96% vacant.
568,15260962,Light in Soho,SoHo,Manhattan,Entire home/apt,30,535.0,180.0,1.9722,351,365,0.9616,Strict 30+ night minimum AND price 197% above peer median; 96% vacant.
569,19905347,Sunny & Quiet Greenwich Village Studio Apt,Chelsea,Manhattan,Entire home/apt,30,300.0,180.0,0.6667,351,365,0.9616,Strict 30+ night minimum AND price 67% above peer median; 96% vacant.
570,49863599,"Designer Luxe Loft, with Housekeeping & Doorman",NoHo,Manhattan,Entire home/apt,45,271.0,180.0,0.5056,351,365,0.9616,Strict 45+ night minimum AND price 51% above peer median; 96% vacant.
571,53043735,Cozy 2 BDR in lovely Astoria -15 mins to Manhattan,Ditmars Steinway,Queens,Entire home/apt,30,249.0,180.0,0.3833,351,365,0.9616,Strict 30+ night minimum AND price 38% above peer median; 96% vacant.
572,583018303401434498,Lovely 2 bedroom in Manhattan/ king size bed suite,Harlem,Manhattan,Entire home/apt,30,248.0,180.0,0.3778,351,365,0.9616,Strict 30+ night minimum AND price 38% above peer median; 96% vacant.
573,7376952,Brownstone@Central Park❤️Manhattan historic area,Upper West Side,Manhattan,Private room,60,145.0,111.0,0.3063,351,365,0.9616,Strict 60+ night minimum AND price 31% above peer median; 96% vacant.
574,676778209945329666,"Beautiful 1BD Condo in Clinton Hill, Brooklyn",Clinton Hill,Brooklyn,Entire home/apt,30,230.0,180.0,0.2778,351,365,0.9616,Strict 30+ night minimum AND price 28% above peer median; 96% vacant.
575,66008,Charming Carroll Gardens Guest Suite,Carroll Gardens,Brooklyn,Entire home/apt,30,225.0,180.0,0.25,351,365,0.9616,Strict 30+ night minimum AND price 25% above peer median; 96% vacant.
576,2510394,"HUGE LUXURY 2BD/2B, 7mn TO TIME SQR",Long Island City,Queens,Entire home/apt,31,395.0,180.0,1.1944,350,365,0.9589,Strict 31+ night minimum AND price 119% above peer median; 96% vacant.
577,15247262,Charming 1 Bedroom Garden Apt,Prospect Heights,Brooklyn,Entire home/apt,30,264.0,180.0,0.4667,350,365,0.9589,Strict 30+ night minimum AND price 47% above peer median; 96% vacant.
578,929162167006449291,紐約下東區陽光小屋,East Village,Manhattan,Entire home/apt,30,290.0,180.0,0.6111,349,365,0.9562,Strict 30+ night minimum AND price 61% above peer median; 96% vacant.
579,1218224753396813374,Airy 1BR & 1BTH-Manhattan - Biweekly Cleaning Incl,Theater District,Manhattan,Entire home/apt,30,284.0,180.0,0.5778,349,365,0.9562,Strict 30+ night minimum AND price 58% above peer median; 96% vacant.
580,1386767555234534394,"Your Home Away from Home, NYC",South Ozone Park,Queens,Entire home/apt,30,229.0,180.0,0.2722,349,365,0.9562,Strict 30+ night minimum AND price 27% above peer median; 96% vacant.
581,1450080414626099128,Beautiful Room-35 minutes from the city,Jamaica,Queens,Private room,30,162.0,111.0,0.4595,348,365,0.9534,Strict 30+ night minimum AND price 46% above peer median; 95% vacant.
582,633968806284955396,Spacious 3 Bedroom w / Private Garden,Greenpoint,Brooklyn,Entire home/apt,30,260.0,180.0,0.4444,348,365,0.9534,Strict 30+ night minimum AND price 44% above peer median; 95% vacant.
583,1252461149484283550,Duplex in Heart of Williamsburg!,Williamsburg,Brooklyn,Entire home/apt,30,240.0,180.0,0.3333,348,365,0.9534,Strict 30+ night minimum AND price 33% above peer median; 95% vacant.
584,974085137535602566,The House on Kissena Park in NYC,Flushing,Queens,Entire home/apt,30,520.0,180.0,1.8889,347,365,0.9507,Strict 30+ night minimum AND price 189% above peer median; 95% vacant.
585,615126076185455171,Charming Pre-War 1 Bd West Village Designer Apt,Chelsea,Manhattan,Entire home/apt,30,400.0,180.0,1.2222,347,365,0.9507,Strict 30+ night minimum AND price 122% above peer median; 95% vacant.
586,1197202407680659490,"Luxury 1 Bed, W/D in unit",Lower East Side,Manhattan,Entire home/apt,30,312.0,180.0,0.7333,347,365,0.9507,Strict 30+ night minimum AND price 73% above peer median; 95% vacant.
587,18728,Beautiful Meatpacking District Loft,Chelsea,Manhattan,Private room,30,163.0,111.0,0.4685,347,365,0.9507,Strict 30+ night minimum AND price 47% above peer median; 95% vacant.
588,50697485,Williamsburg ground zero apartment,Williamsburg,Brooklyn,Entire home/apt,30,240.0,180.0,0.3333,347,365,0.9507,Strict 30+ night minimum AND price 33% above peer median; 95% vacant.
589,802293068136903179,2 Bed Cobble Hill Gem,Cobble Hill,Brooklyn,Entire home/apt,30,320.0,180.0,0.7778,346,365,0.9479,Strict 30+ night minimum AND price 78% above peer median; 95% vacant.
590,51064493,Bright 2 b/r with beautiful sunset manhattan views,Williamsburg,Brooklyn,Entire home/apt,30,300.0,180.0,0.6667,346,365,0.9479,Strict 30+ night minimum AND price 67% above peer median; 95% vacant.
591,904060,Cool Clinton Hill condo near Fort Green/ Bedstuy,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,280.0,180.0,0.5556,346,365,0.9479,Strict 30+ night minimum AND price 56% above peer median; 95% vacant.
592,10068653,DESIGNER DOWNTOWN 1 BEDROOM,East Village,Manhattan,Entire home/apt,30,275.0,180.0,0.5278,346,365,0.9479,Strict 30+ night minimum AND price 53% above peer median; 95% vacant.
593,586761073028187150,Modern 1-Bedroom Triplex on famous tree-lined St,Greenpoint,Brooklyn,Entire home/apt,30,267.0,180.0,0.4833,346,365,0.9479,Strict 30+ night minimum AND price 48% above peer median; 95% vacant.
594,789302,"THE NEST - Style, luxe & simplicity",Chelsea,Manhattan,Entire home/apt,60,249.0,180.0,0.3833,346,365,0.9479,Strict 60+ night minimum AND price 38% above peer median; 95% vacant.
595,834898684259417407,Midtown Gem!,Midtown,Manhattan,Entire home/apt,30,348.0,180.0,0.9333,345,365,0.9452,Strict 30+ night minimum AND price 93% above peer median; 95% vacant.
596,35120222,Astoria Gem-big 2 B/R- 15 minutes to Time Square,Long Island City,Queens,Entire home/apt,30,308.0,180.0,0.7111,345,365,0.9452,Strict 30+ night minimum AND price 71% above peer median; 95% vacant.
597,24136557,Soho/ LES/Vill NYC 2 br Lux apt,East Village,Manhattan,Entire home/apt,30,280.0,180.0,0.5556,345,365,0.9452,Strict 30+ night minimum AND price 56% above peer median; 95% vacant.
598,50282803,Artistic modern one bedroom with natural light.,Williamsburg,Brooklyn,Entire home/apt,30,265.0,180.0,0.4722,345,365,0.9452,Strict 30+ night minimum AND price 47% above peer median; 95% vacant.
599,1252024900650856172,Charming 3Bedroom Brownstone Apt w/ workspace,Crown Heights,Brooklyn,Entire home/apt,30,230.0,180.0,0.2778,345,365,0.9452,Strict 30+ night minimum AND price 28% above peer median; 95% vacant.
600,49949089,Large 4 bedroom apartment in the heart of Astoria,Astoria,Queens,Entire home/apt,30,227.0,180.0,0.2611,345,365,0.9452,Strict 30+ night minimum AND price 26% above peer median; 95% vacant.
601,821912872421792536,New York City Central 1 bedroom,Financial District,Manhattan,Entire home/apt,30,369.0,180.0,1.05,344,365,0.9425,Strict 30+ night minimum AND price 105% above peer median; 94% vacant.
602,581488,1000ft² - Chic 2BR on best Block,Williamsburg,Brooklyn,Entire home/apt,30,283.0,180.0,0.5722,344,365,0.9425,Strict 30+ night minimum AND price 57% above peer median; 94% vacant.
603,50475919,Beautiful Sunny Modern Condo 15 min From Midtown,Greenpoint,Brooklyn,Entire home/apt,30,225.0,180.0,0.25,344,365,0.9425,Strict 30+ night minimum AND price 25% above peer median; 94% vacant.
604,1279234564318920127,Bright & modern 2bd 2ba apt,Greenpoint,Brooklyn,Entire home/apt,30,240.0,180.0,0.3333,343,365,0.9397,Strict 30+ night minimum AND price 33% above peer median; 94% vacant.
605,5363874,2br Duplex w/Roof Deck Close to Empire State Build,Kips Bay,Manhattan,Entire home/apt,30,227.0,180.0,0.2611,343,365,0.9397,Strict 30+ night minimum AND price 26% above peer median; 94% vacant.
606,771087689598980035,Chic Studio Apartment in Heart of Chelsea (NYC),Chelsea,Manhattan,Entire home/apt,30,302.0,180.0,0.6778,342,365,0.937,Strict 30+ night minimum AND price 68% above peer median; 94% vacant.
607,53364824,Cosy & charming 1 bedroom duplex in the Upper East,Upper East Side,Manhattan,Entire home/apt,30,225.0,180.0,0.25,342,365,0.937,Strict 30+ night minimum AND price 25% above peer median; 94% vacant.
608,8776329,Renovated Victorian House,Flatbush,Brooklyn,Entire home/apt,30,400.0,180.0,1.2222,341,365,0.9342,Strict 30+ night minimum AND price 122% above peer median; 93% vacant.
609,1536252834534517960,The Regent® Highrise - Luxury 1BR in Midtown NYC,Hell's Kitchen,Manhattan,Entire home/apt,60,285.0,180.0,0.5833,341,365,0.9342,Strict 60+ night minimum AND price 58% above peer median; 93% vacant.
610,4352537,Living in the Heart of the City!,Gramercy,Manhattan,Entire home/apt,30,302.0,180.0,0.6778,339,365,0.9288,Strict 30+ night minimum AND price 68% above peer median; 93% vacant.
611,51918445,Bright & Spacious  in Rockaway Beach,Rockaway Beach,Queens,Private room,30,163.0,111.0,0.4685,339,365,0.9288,Strict 30+ night minimum AND price 47% above peer median; 93% vacant.
612,577717132178906992,Artist Sanctuary - BrooklynZen,Greenpoint,Brooklyn,Entire home/apt,30,251.0,180.0,0.3944,339,365,0.9288,Strict 30+ night minimum AND price 39% above peer median; 93% vacant.
613,734670689144946957,Lovely 1-Bedroom in the Cozy Upper East Side,Upper East Side,Manhattan,Entire home/apt,30,234.0,180.0,0.3,339,365,0.9288,Strict 30+ night minimum AND price 30% above peer median; 93% vacant.
614,15728780,"A unique, light filled artist’s loft in near SoHo",Lower East Side,Manhattan,Entire home/apt,30,233.0,180.0,0.2944,339,365,0.9288,Strict 30+ night minimum AND price 29% above peer median; 93% vacant.
615,21595000,Stylish studio next to Domino Park,Williamsburg,Brooklyn,Entire home/apt,30,230.0,180.0,0.2778,339,365,0.9288,Strict 30+ night minimum AND price 28% above peer median; 93% vacant.
616,1491518674403753170,"Modern, Large 1BR by Central Park, High Ceilings",Upper West Side,Manhattan,Entire home/apt,30,360.0,180.0,1.0,338,365,0.926,Strict 30+ night minimum AND price 100% above peer median; 93% vacant.
617,4216813,Penthouse w/Terrace Williamsburg,Greenpoint,Brooklyn,Entire home/apt,30,287.0,180.0,0.5944,338,365,0.926,Strict 30+ night minimum AND price 59% above peer median; 93% vacant.
618,1383680335751197668,Ritchson Loft Tree-house in NYC,Astoria,Queens,Entire home/apt,30,252.0,180.0,0.4,338,365,0.926,Strict 30+ night minimum AND price 40% above peer median; 93% vacant.
619,821812150063956321,Stylish 2BR Loft • Soaring Ceilings & Light,Gowanus,Brooklyn,Private room,30,373.0,111.0,2.3604,337,365,0.9233,Strict 30+ night minimum AND price 236% above peer median; 92% vacant.
620,974841259918740136,Charming 3Bed Home w/Hot Tub,West Brighton,Staten Island,Private room,30,280.0,111.0,1.5225,337,365,0.9233,Strict 30+ night minimum AND price 152% above peer median; 92% vacant.
621,5320983,Beautiful bright renovated 2BR w Balcony-sleeps 5!,DUMBO,Brooklyn,Entire home/apt,30,424.0,180.0,1.3556,337,365,0.9233,Strict 30+ night minimum AND price 136% above peer median; 92% vacant.
622,679639039552683894,Massive Dumbo Artist's Loft,DUMBO,Brooklyn,Entire home/apt,30,388.0,180.0,1.1556,337,365,0.9233,Strict 30+ night minimum AND price 116% above peer median; 92% vacant.
623,760067389876708923,Historic NYC Townhouse in Landmarked District,Long Island City,Queens,Entire home/apt,30,350.0,180.0,0.9444,337,365,0.9233,Strict 30+ night minimum AND price 94% above peer median; 92% vacant.
624,1343785166555917967,Manhattan_ny_stay,Hell's Kitchen,Manhattan,Entire home/apt,30,314.0,180.0,0.7444,337,365,0.9233,Strict 30+ night minimum AND price 74% above peer median; 92% vacant.
625,2296024,Three bedroom upscale condo,Spuyten Duyvil,Bronx,Entire home/apt,30,261.0,180.0,0.45,337,365,0.9233,Strict 30+ night minimum AND price 45% above peer median; 92% vacant.
626,1500860567733636949,Sunny Jinling Cottage – Queens NYC Private Parking,Hollis Hills,Queens,Entire home/apt,30,255.0,180.0,0.4167,337,365,0.9233,Strict 30+ night minimum AND price 42% above peer median; 92% vacant.
627,881201185244371657,Bohemian Brownstone in Bed-Stuy,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,240.0,180.0,0.3333,337,365,0.9233,Strict 30+ night minimum AND price 33% above peer median; 92% vacant.
628,44486696,Artistic loft steps from SOHO & NYU! ~Rare Find~,NoHo,Manhattan,Entire home/apt,30,225.0,180.0,0.25,337,365,0.9233,Strict 30+ night minimum AND price 25% above peer median; 92% vacant.
629,1266050526914264495,Enchanting Historic Treasure!,East Village,Manhattan,Entire home/apt,30,525.0,180.0,1.9167,336,365,0.9205,Strict 30+ night minimum AND price 192% above peer median; 92% vacant.
630,1405155283902197443,"Huge & Beautiful, best location!",Greenwich Village,Manhattan,Entire home/apt,30,500.0,180.0,1.7778,336,365,0.9205,Strict 30+ night minimum AND price 178% above peer median; 92% vacant.
631,560078,Gorgeous Unique Garden-Terrace-Apt.,East Village,Manhattan,Private room,30,228.0,111.0,1.0541,336,365,0.9205,Strict 30+ night minimum AND price 105% above peer median; 92% vacant.
632,1100945393171794060,Stylish 2BR Loft -  Carroll Gardens - Prime area,Gowanus,Brooklyn,Entire home/apt,30,357.0,180.0,0.9833,336,365,0.9205,Strict 30+ night minimum AND price 98% above peer median; 92% vacant.
633,1370348004069701500,Charming 2 bedroom/ Best Location Gramercy,Kips Bay,Manhattan,Entire home/apt,30,355.0,180.0,0.9722,336,365,0.9205,Strict 30+ night minimum AND price 97% above peer median; 92% vacant.
634,49881509,Exquisite Harlem house!,East Harlem,Manhattan,Entire home/apt,30,320.0,180.0,0.7778,336,365,0.9205,Strict 30+ night minimum AND price 78% above peer median; 92% vacant.
635,3513052,Stylish Room in Shared Artist Home w/ Ensuite Bath,Bushwick,Brooklyn,Private room,30,181.0,111.0,0.6306,336,365,0.9205,Strict 30+ night minimum AND price 63% above peer median; 92% vacant.
636,567166736329761635,2 BR 1830 Historic Merchant House LES large fl apt,Lower East Side,Manhattan,Entire home/apt,30,293.0,180.0,0.6278,336,365,0.9205,Strict 30+ night minimum AND price 63% above peer median; 92% vacant.
637,1383008491621356707,Designer Loft in Dimes Square,Chinatown,Manhattan,Entire home/apt,30,285.0,180.0,0.5833,336,365,0.9205,Strict 30+ night minimum AND price 58% above peer median; 92% vacant.
638,1517491236242369826,Chic Orchard St Studio – Walk to SoHo & Nolita,Chinatown,Manhattan,Entire home/apt,30,275.0,180.0,0.5278,336,365,0.9205,Strict 30+ night minimum AND price 53% above peer median; 92% vacant.
639,1368977753174601526,Modern Charming house near train,Crown Heights,Brooklyn,Entire home/apt,30,250.0,180.0,0.3889,336,365,0.9205,Strict 30+ night minimum AND price 39% above peer median; 92% vacant.
640,1604489,Spacious and modern Chelsea loft,Chelsea,Manhattan,Entire home/apt,30,248.0,180.0,0.3778,336,365,0.9205,Strict 30+ night minimum AND price 38% above peer median; 92% vacant.
641,41617032,Beautiful 2BR PLG Apartment,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,30,243.0,180.0,0.35,336,365,0.9205,Strict 30+ night minimum AND price 35% above peer median; 92% vacant.
642,1529120218450956995,Cozy and Spacious 3BD/2.5 Bath Duplex,Gowanus,Brooklyn,Entire home/apt,30,236.0,180.0,0.3111,336,365,0.9205,Strict 30+ night minimum AND price 31% above peer median; 92% vacant.
643,886417469102966234,"Charming, sunny 2 BR near the Heights Promenade",Brooklyn Heights,Brooklyn,Entire home/apt,30,229.0,180.0,0.2722,336,365,0.9205,Strict 30+ night minimum AND price 27% above peer median; 92% vacant.
644,45164113,Designer W Village/Soho Studio | Newly Renovated,West Village,Manhattan,Entire home/apt,30,225.0,180.0,0.25,336,365,0.9205,Strict 30+ night minimum AND price 25% above peer median; 92% vacant.
645,30154255,Designer Downtown Loft,East Village,Manhattan,Entire home/apt,30,495.0,180.0,1.75,335,365,0.9178,Strict 30+ night minimum AND price 175% above peer median; 92% vacant.
646,1539354588044168434,West Village Stunner! Artist 2BD,West Village,Manhattan,Entire home/apt,30,441.0,180.0,1.45,335,365,0.9178,Strict 30+ night minimum AND price 145% above peer median; 92% vacant.
647,694859987865921785,Modern 2 bed in heart of Nolita. Flexible Dates,Nolita,Manhattan,Entire home/apt,30,420.0,180.0,1.3333,335,365,0.9178,Strict 30+ night minimum AND price 133% above peer median; 92% vacant.
648,1415474922219784746,Fully Renovated 3BR/1BA! Close to Penn Station!,Chelsea,Manhattan,Entire home/apt,30,418.0,180.0,1.3222,335,365,0.9178,Strict 30+ night minimum AND price 132% above peer median; 92% vacant.
649,1186411363056506266,Creatives Multipurpose Getaway!,Greenpoint,Brooklyn,Entire home/apt,30,280.0,180.0,0.5556,335,365,0.9178,Strict 30+ night minimum AND price 56% above peer median; 92% vacant.
650,3519172,Gallery Suite,Fort Greene,Brooklyn,Entire home/apt,30,250.0,180.0,0.3889,335,365,0.9178,Strict 30+ night minimum AND price 39% above peer median; 92% vacant.
651,54071410,Luxury 2BR penthouse with private terrace,East Village,Manhattan,Entire home/apt,30,444.0,180.0,1.4667,334,365,0.9151,Strict 30+ night minimum AND price 147% above peer median; 92% vacant.
652,408983,Brownstone full floor 900sft. Dog and Pet Friendly,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,30,435.0,180.0,1.4167,334,365,0.9151,Strict 30+ night minimum AND price 142% above peer median; 92% vacant.
653,1523825526552956109,4BR/2Baths Astoria Penthouse 20 Min to Manhattan,Astoria,Queens,Entire home/apt,30,326.0,180.0,0.8111,334,365,0.9151,Strict 30+ night minimum AND price 81% above peer median; 92% vacant.
654,46510270,The Cozy Blue House - Charming Home Near SI Ferry,Grymes Hill,Staten Island,Entire home/apt,30,295.0,180.0,0.6389,334,365,0.9151,Strict 30+ night minimum AND price 64% above peer median; 92% vacant.
655,818084,Gorgeous sunny prime SoHo 1BR Apt.,Greenwich Village,Manhattan,Entire home/apt,30,270.0,180.0,0.5,334,365,0.9151,Strict 30+ night minimum AND price 50% above peer median; 92% vacant.
656,973200600534337339,1bdr in the Heart of Manhattan,Chelsea,Manhattan,Entire home/apt,30,250.0,180.0,0.3889,334,365,0.9151,Strict 30+ night minimum AND price 39% above peer median; 92% vacant.
657,657962221012628823,"3-Bedroom, 2-Bathroom in Prime Greenpoint!",Greenpoint,Brooklyn,Entire home/apt,30,535.0,180.0,1.9722,332,365,0.9096,Strict 30+ night minimum AND price 197% above peer median; 91% vacant.
658,6333994,Two Bedroom in a townhouse with a patio in Nolita!,Lower East Side,Manhattan,Entire home/apt,30,500.0,180.0,1.7778,332,365,0.9096,Strict 30+ night minimum AND price 178% above peer median; 91% vacant.
659,36260895,Midtown 33 st 1 Br apt with patio!,Murray Hill,Manhattan,Entire home/apt,30,423.0,180.0,1.35,332,365,0.9096,Strict 30+ night minimum AND price 135% above peer median; 91% vacant.
660,1364711109806104013,"Large 1BR, High Ceilings, Views",Upper West Side,Manhattan,Entire home/apt,30,352.0,180.0,0.9556,332,365,0.9096,Strict 30+ night minimum AND price 96% above peer median; 91% vacant.
661,19407992,"Beautiful Lofty Apt,  Heart of Williamsburg, BK",Williamsburg,Brooklyn,Entire home/apt,30,295.0,180.0,0.6389,332,365,0.9096,Strict 30+ night minimum AND price 64% above peer median; 91% vacant.
662,34641992,Sunny and Luxurious Penthouse Loft in West Harlem,Harlem,Manhattan,Entire home/apt,30,411.0,180.0,1.2833,331,365,0.9068,Strict 30+ night minimum AND price 128% above peer median; 91% vacant.
663,1876811,Sweet Union Sq/ Gramercy Studio,Gramercy,Manhattan,Entire home/apt,30,300.0,180.0,0.6667,331,365,0.9068,Strict 30+ night minimum AND price 67% above peer median; 91% vacant.
664,52131795,Spacious 2-Bedroom Apt in the Heart of Harlem,Harlem,Manhattan,Entire home/apt,30,227.0,180.0,0.2611,331,365,0.9068,Strict 30+ night minimum AND price 26% above peer median; 91% vacant.
665,21714930,Four Bedroom House In-Unit Washer Combo NYC,Flushing,Queens,Entire home/apt,30,449.0,180.0,1.4944,330,365,0.9041,Strict 30+ night minimum AND price 149% above peer median; 90% vacant.
666,25517197,HUGE Soho LOFT-2.5 Bedrooms & 2 full Bathrooms,SoHo,Manhattan,Entire home/apt,30,396.0,180.0,1.2,330,365,0.9041,Strict 30+ night minimum AND price 120% above peer median; 90% vacant.
667,770290214254588951,Entire Home JFK/LGA/UBS Arena/Belmont Park,Queens Village,Queens,Entire home/apt,30,250.0,180.0,0.3889,330,365,0.9041,Strict 30+ night minimum AND price 39% above peer median; 90% vacant.
668,34746284,Urban oasis - Unique home in Williamsburg,Williamsburg,Brooklyn,Entire home/apt,30,225.0,180.0,0.25,330,365,0.9041,Strict 30+ night minimum AND price 25% above peer median; 90% vacant.
669,1544461035933787341,Greenpoint 3 bed Penthouse,Greenpoint,Brooklyn,Entire home/apt,30,435.0,180.0,1.4167,329,365,0.9014,Strict 30+ night minimum AND price 142% above peer median; 90% vacant.
670,682535527513924139,Huge Garden Oasis on the Best Block in Greenpoint,Greenpoint,Brooklyn,Entire home/apt,30,420.0,180.0,1.3333,329,365,0.9014,Strict 30+ night minimum AND price 133% above peer median; 90% vacant.
671,1027808,East Village Loft - 1300 sq/ft home - Huge Living!,East Village,Manhattan,Entire home/apt,30,399.0,180.0,1.2167,329,365,0.9014,Strict 30+ night minimum AND price 122% above peer median; 90% vacant.
672,43656521,In the heart of the West Village Apt Lrg 1-bedroom,West Village,Manhattan,Entire home/apt,30,225.0,180.0,0.25,329,365,0.9014,Strict 30+ night minimum AND price 25% above peer median; 90% vacant.
673,53045283,Lovely 1-bedroom loft in the East Village,East Village,Manhattan,Entire home/apt,30,252.0,180.0,0.4,328,365,0.8986,Strict 30+ night minimum AND price 40% above peer median; 90% vacant.
674,1522517030737496324,"Upper East side gem, 2 bedroom, 3 blocks from park",Upper East Side,Manhattan,Private room,30,537.5,111.0,3.8423,327,365,0.8959,Strict 30+ night minimum AND price 384% above peer median; 90% vacant.
675,31216852,Beautiful Studio in New Chelsea Building,Chelsea,Manhattan,Entire home/apt,30,270.0,180.0,0.5,327,365,0.8959,Strict 30+ night minimum AND price 50% above peer median; 90% vacant.
676,53994947,East Village Convenient & Comfortable 1 bdrm,East Village,Manhattan,Entire home/apt,30,240.0,180.0,0.3333,327,365,0.8959,Strict 30+ night minimum AND price 33% above peer median; 90% vacant.
677,36804299,Brooklyn artist loft - bright & spacious!,Bedford-Stuyvesant,Brooklyn,Entire home/apt,30,500.0,180.0,1.7778,326,365,0.8932,Strict 30+ night minimum AND price 178% above peer median; 89% vacant.
678,1457262765757943772,Spacious New Luxury Park-View Apartment + Office,Gramercy,Manhattan,Entire home/apt,30,334.0,180.0,0.8556,325,365,0.8904,Strict 30+ night minimum AND price 86% above peer median; 89% vacant.
679,13587436,Perfect 2 bedroom in Brooklyn,Crown Heights,Brooklyn,Entire home/apt,30,226.0,180.0,0.2556,324,365,0.8877,Strict 30+ night minimum AND price 26% above peer median; 89% vacant.
680,1495053728062751588,Modernized Piano Factory Loft w/ Skyline Views,Fort Greene,Brooklyn,Entire home/apt,30,432.0,180.0,1.4,323,365,0.8849,Strict 30+ night minimum AND price 140% above peer median; 88% vacant.
681,1154370465868314728,Spacious 2BR Apartment in Vibrant Williamsburg,Williamsburg,Brooklyn,Entire home/apt,30,411.0,180.0,1.2833,323,365,0.8849,Strict 30+ night minimum AND price 128% above peer median; 88% vacant.
682,4070025,Luxury Flat with Outdoor and Office Space,Vinegar Hill,Brooklyn,Entire home/apt,30,375.0,180.0,1.0833,323,365,0.8849,Strict 30+ night minimum AND price 108% above peer median; 88% vacant.
683,10251082,"Large, private 2BR in historic brownstone",Prospect Heights,Brooklyn,Entire home/apt,30,350.0,180.0,0.9444,323,365,0.8849,Strict 30+ night minimum AND price 94% above peer median; 88% vacant.
684,618731819301540593,FULL OF LIGHT DUPLEX,Windsor Terrace,Brooklyn,Entire home/apt,30,300.0,180.0,0.6667,323,365,0.8849,Strict 30+ night minimum AND price 67% above peer median; 88% vacant.
685,923284967585951633,Bright and spacious in Williamsburg,Williamsburg,Brooklyn,Entire home/apt,30,275.0,180.0,0.5278,323,365,0.8849,Strict 30+ night minimum AND price 53% above peer median; 88% vacant.
686,16584878,Modern and bright duplex in central Cobble Hill,Cobble Hill,Brooklyn,Entire home/apt,30,250.0,180.0,0.3889,323,365,0.8849,Strict 30+ night minimum AND price 39% above peer median; 88% vacant.
687,690814821959585555,"Pvt Ensuite Bathroom, Lux Building in Williamsburg",Williamsburg,Brooklyn,Private room,30,149.0,111.0,0.3423,323,365,0.8849,Strict 30+ night minimum AND price 34% above peer median; 88% vacant.
688,52654519,Tribeca/Soho Garden Apartment,Tribeca,Manhattan,Entire home/apt,30,389.0,180.0,1.1611,322,365,0.8822,Strict 30+ night minimum AND price 116% above peer median; 88% vacant.
689,584833406345340639,"Modern lg 2/2 Condo ctrl Wburg (pkg, roof, gym)",Williamsburg,Brooklyn,Entire home/apt,30,277.0,180.0,0.5389,322,365,0.8822,Strict 30+ night minimum AND price 54% above peer median; 88% vacant.
690,6465850,Trendy Big SoHa 2 BR-2 1/2 bth Gym Cent Park Drmn!,Harlem,Manhattan,Entire home/apt,31,236.0,180.0,0.3111,322,365,0.8822,Strict 31+ night minimum AND price 31% above peer median; 88% vacant.
