listing_id,latitude,longitude,number_of_reviews_ltm,host_is_superhost,neighbourhood_cleansed
17603059,40.7465,-73.98529,40,True,Midtown
17652158,40.708843539640725,-73.96542905856552,34,False,Williamsburg
17669480,40.68424,-73.94597,54,True,Bedford-Stuyvesant
17731891,40.60524681884023,-74.01550261137507,23,True,Bath Beach
17940029,40.78235,-73.82143,28,True,Whitestone
18009149,40.66875056376448,-73.99381865746477,41,True,Gowanus
18022636,40.732061877588215,-73.95773626411398,56,False,Greenpoint
18024561,40.76846,-73.98254,42,False,Upper West Side
17938337,40.6376731,-73.8846549,16,True,Canarsie
18226108,40.71631,-73.95561,17,False,Williamsburg
18226214,40.822473828082224,-73.95396521259741,27,False,Harlem
18251681,40.69348,-73.96782,56,True,Clinton Hill
18077042,40.67589,-73.85781,37,True,Ozone Park
18308486,40.69412,-73.93385,14,False,Bedford-Stuyvesant
18342361,40.78757,-73.9721,14,False,Upper West Side
18499074,40.67955790775354,-73.93486002857085,7,True,Bedford-Stuyvesant
18507990,40.75651,-73.90527,11,False,Woodside
18385188,40.67128,-73.98863,6,True,Gowanus
18550867,40.85816,-73.83468,34,True,Pelham Gardens
18455830,40.69114297012183,-73.91140817682721,29,True,Bushwick
18586873,40.75823,-73.99056,6,False,Hell's Kitchen
18632502,40.67837,-73.9947,7,True,Carroll Gardens
18753645,40.68127020258486,-73.97006924227995,42,True,Prospect Heights
18657204,40.68678,-73.92909,48,True,Bedford-Stuyvesant
18662619,40.6587572,-73.9766094,54,True,Windsor Terrace
18671835,40.75809,-73.86806,96,True,East Elmhurst
18806323,40.58959,-73.80078,24,True,Arverne
18838040,40.72904,-73.95469,10,True,Greenpoint
19057060,40.62712,-73.94399,16,True,Flatlands
18942119,40.7666,-73.98301,7,True,Hell's Kitchen
19138221,40.74491,-74.00162,7,True,Chelsea
19162180,40.63449284577997,-73.95635600756073,7,False,Flatbush
19246114,40.72067,-73.94247,20,True,Greenpoint
19278895,40.68292668458663,-73.92325576197196,26,True,Bedford-Stuyvesant
19314589,40.72358,-73.98466,7,True,East Village
19661733,40.85234284273969,-73.86092404380501,29,True,Morris Park
19710742,40.71644,-73.96194,44,True,Williamsburg
19596021,40.75398545882823,-73.88378182227586,18,False,Jackson Heights
19747278,40.59135,-73.81148,13,True,Rockaway Beach
19767924,40.71727,-73.99312,6,True,Chinatown
19801466,40.72277,-73.86837,25,True,Middle Village
20014072,40.8509,-73.86054,32,True,Morris Park
19867930,40.83793,-73.78328,24,True,City Island
19888622,40.67615,-73.9336,45,True,Crown Heights
20092176,40.71066,-73.85087,6,True,Forest Hills
20177584,40.71906,-73.94246,6,True,Williamsburg
20193830,40.6878508133699,-73.96407027937877,34,True,Clinton Hill
20242938,40.66143,-73.9132,44,False,Brownsville
20326252,40.70790820825031,-73.75866968345426,42,True,St. Albans
20337158,40.74764,-73.86538,24,True,Corona
20581903,40.661434173583984,-73.91320037841797,37,False,Brownsville
20583769,40.661434173583984,-73.91320037841797,34,False,Brownsville
20624817,40.75972,-73.9693,20,True,Midtown
20427684,40.74954819465907,-73.86303264971131,25,True,Corona
20651581,40.6507835,-74.0072548,22,True,Sunset Park
20480983,40.82122,-73.92859,66,True,Concourse
20678724,40.677266,-73.91565949999999,37,True,Bedford-Stuyvesant
20720290,40.778564453125,-73.95565795898438,6,False,Upper East Side
20960203,40.6951284,-73.97102009999999,34,True,Fort Greene
20969532,40.74243,-73.92457,7,False,Sunnyside
20786225,40.79421,-73.93242,27,True,East Harlem
20999025,40.6994,-73.92947,38,True,Bushwick
20801864,40.81519,-73.86607,30,True,Clason Point
20812587,40.6606,-73.95549,7,True,Prospect-Lefferts Gardens
21027809,40.65915,-73.95374,42,True,Prospect-Lefferts Gardens
21034242,40.76408723158923,-73.98869945666092,8,True,Hell's Kitchen
21076625,40.8057,-73.95026,11,True,Harlem
21110709,40.774004038203,-73.92474589948257,8,True,Astoria
21161707,40.7281,-73.97832,8,True,East Village
21327397,40.74961,-73.86463,14,True,Corona
21366948,40.7854265,-73.9722245,9,True,Upper West Side
21230082,40.76178,-73.96573,58,True,Upper East Side
21405904,40.81701,-73.86159,35,True,Clason Point
21245112,40.74752,-73.94952,6,True,Long Island City
21293326,40.71970857380125,-73.98145233531534,41,True,Lower East Side
21522562,40.755102408506005,-73.88675661675774,9,False,Jackson Heights
21549554,40.74372,-73.88185,25,True,Elmhurst
21577856,40.670707036749285,-73.98379768464044,25,True,Park Slope
21589780,40.68925,-73.95159,29,True,Bedford-Stuyvesant
21755710,40.6729376,-73.91080509999999,26,True,Brownsville
21620762,40.78792,-73.95156,6,True,East Harlem
21621926,40.74416,-73.90351,30,False,Woodside
21783251,40.72824,-73.99121,51,False,NoHo
21643550,40.743742195708464,-73.88320785819118,21,True,Elmhurst
21647932,40.7446,-73.90388,24,False,Woodside
21786958,40.67077,-73.9406,13,True,Crown Heights
21804600,40.66151,-73.89033,20,True,East New York
21838230,40.78153,-73.90774,39,True,Ditmars Steinway
21862155,40.81761,-73.94688,57,True,Harlem
22050355,40.76317,-73.90721,39,True,Astoria
22088301,40.71147,-73.94387,56,True,Williamsburg
22109870,40.73728,-73.924853,58,True,Sunnyside
22321716,40.752356722118265,-73.89445717864388,29,False,Jackson Heights
22224639,40.70997,-73.75783,58,False,Hollis
22231811,40.81452944422351,-73.94275169661285,22,False,Harlem
22431770,40.7403,-73.98599,35,False,Flatiron District
22452278,40.68373074939184,-73.99494233328178,78,True,Carroll Gardens
22463977,40.67701,-73.97118,76,False,Prospect Heights
22515792,40.69007,-73.92863,40,True,Bedford-Stuyvesant
22785118,40.68495,-73.94131,21,True,Bedford-Stuyvesant
22567430,40.64263,-73.93824,16,True,East Flatbush
