review_year,month_num,month_label,listing_id,name,room_type,neighbourhood_cleansed,review_count,review_scores_rating,price,number_of_reviews_ltm
2009,5,May,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,1,4.6,139.0,3.0
2009,6,Jun,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,2,4.6,139.0,3.0
2009,7,Jul,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,3,4.6,139.0,3.0
2009,8,Aug,7801,Sunny Prime Williamsburg Loft with Sauna,Entire home/apt,Williamsburg,2,4.91,355.0,0.0
2009,8,Aug,8490,"Maison des Sirenes1,bohemian, luminous apartment",Entire home/apt,Bedford-Stuyvesant,1,4.77,,0.0
2009,8,Aug,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,1,4.6,139.0,3.0
2009,10,Oct,6990,UES Beautiful Blue Room,Private room,East Harlem,2,4.88,73.0,3.0
2009,10,Oct,9357,Midtown Pied-a-terre,Entire home/apt,Hell's Kitchen,2,4.52,175.0,0.0
2009,10,Oct,12192,ENJOY Downtown NYC!,Private room,East Village,2,4.4,,2.0
2009,10,Oct,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,1,4.6,139.0,3.0
2009,11,Nov,12192,ENJOY Downtown NYC!,Private room,East Village,4,4.4,,2.0
2009,11,Nov,6990,UES Beautiful Blue Room,Private room,East Harlem,3,4.88,73.0,3.0
2009,11,Nov,8490,"Maison des Sirenes1,bohemian, luminous apartment",Entire home/apt,Bedford-Stuyvesant,2,4.77,,0.0
2009,11,Nov,9357,Midtown Pied-a-terre,Entire home/apt,Hell's Kitchen,2,4.52,175.0,0.0
2009,11,Nov,2595,Skylit Studio Oasis | Midtown Manhattan Sanctuary,Entire home/apt,Midtown,1,4.68,240.0,0.0
2009,12,Dec,6990,UES Beautiful Blue Room,Private room,East Harlem,3,4.88,73.0,3.0
2009,12,Dec,12940,Charming Brownstone 3 - Near PRATT,Entire home/apt,Bedford-Stuyvesant,3,4.58,152.0,3.0
2009,12,Dec,12192,ENJOY Downtown NYC!,Private room,East Village,3,4.4,,2.0
2009,12,Dec,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,2,4.6,139.0,3.0
2009,12,Dec,14314,Greenpoint Place...Has It All!,Entire home/apt,Greenpoint,1,4.83,115.0,0.0
2009,12,Dec,8490,"Maison des Sirenes1,bohemian, luminous apartment",Entire home/apt,Bedford-Stuyvesant,1,4.77,,0.0
2009,12,Dec,2595,Skylit Studio Oasis | Midtown Manhattan Sanctuary,Entire home/apt,Midtown,1,4.68,240.0,0.0
2010,1,Jan,6990,UES Beautiful Blue Room,Private room,East Harlem,2,4.88,73.0,3.0
2010,1,Jan,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,1,4.89,216.0,33.0
2010,1,Jan,16974,SpaHa Loft: Enormous and Bright,Entire home/apt,East Harlem,1,4.85,384.0,0.0
2010,1,Jan,14314,Greenpoint Place...Has It All!,Entire home/apt,Greenpoint,1,4.83,115.0,0.0
2010,1,Jan,16338,Large Room - Deck Access in Clinton Hill Best Area,Private room,Clinton Hill,1,4.66,57.0,0.0
2010,1,Jan,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,1,4.6,139.0,3.0
2010,1,Jan,9357,Midtown Pied-a-terre,Entire home/apt,Hell's Kitchen,1,4.52,175.0,0.0
2010,1,Jan,12192,ENJOY Downtown NYC!,Private room,East Village,1,4.4,,2.0
2010,2,Feb,6990,UES Beautiful Blue Room,Private room,East Harlem,1,4.88,73.0,3.0
2010,2,Feb,16974,SpaHa Loft: Enormous and Bright,Entire home/apt,East Harlem,1,4.85,384.0,0.0
2010,2,Feb,14314,Greenpoint Place...Has It All!,Entire home/apt,Greenpoint,1,4.83,115.0,0.0
2010,2,Feb,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,1,4.6,139.0,3.0
2010,3,Mar,12192,ENJOY Downtown NYC!,Private room,East Village,4,4.4,,2.0
2010,3,Mar,6990,UES Beautiful Blue Room,Private room,East Harlem,3,4.88,73.0,3.0
2010,3,Mar,19812,2 bedroom Williamsburg Apt - Bedford L stop,Entire home/apt,Williamsburg,3,4.48,95.0,0.0
2010,3,Mar,16974,SpaHa Loft: Enormous and Bright,Entire home/apt,East Harlem,1,4.85,384.0,0.0
2010,3,Mar,14314,Greenpoint Place...Has It All!,Entire home/apt,Greenpoint,1,4.83,115.0,0.0
2010,3,Mar,17037,Lovely EV Artist's Home,Entire home/apt,East Village,1,4.8,273.0,0.0
2010,3,Mar,21456,Light-filled classic Central Park,Private room,Upper West Side,1,4.69,84.0,0.0
2010,3,Mar,16338,Large Room - Deck Access in Clinton Hill Best Area,Private room,Clinton Hill,1,4.66,57.0,0.0
2010,4,Apr,19812,2 bedroom Williamsburg Apt - Bedford L stop,Entire home/apt,Williamsburg,3,4.48,95.0,0.0
2010,4,Apr,6990,UES Beautiful Blue Room,Private room,East Harlem,2,4.88,73.0,3.0
2010,4,Apr,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,2,4.75,201.0,0.0
2010,4,Apr,21456,Light-filled classic Central Park,Private room,Upper West Side,2,4.69,84.0,0.0
2010,4,Apr,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,1,4.89,216.0,33.0
2010,4,Apr,14314,Greenpoint Place...Has It All!,Entire home/apt,Greenpoint,1,4.83,115.0,0.0
2010,4,Apr,10452,Radiant Oasis  B&B Style room,Private room,Bedford-Stuyvesant,1,4.66,90.0,1.0
2010,4,Apr,9357,Midtown Pied-a-terre,Entire home/apt,Hell's Kitchen,1,4.52,175.0,0.0
2010,4,Apr,12192,ENJOY Downtown NYC!,Private room,East Village,1,4.4,,2.0
2010,5,May,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,4,4.75,201.0,0.0
2010,5,May,19174,One bedroom Duplex Private Terrace West Village,Entire home/apt,West Village,4,4.63,200.0,1.0
2010,5,May,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,2,4.89,216.0,33.0
2010,5,May,6990,UES Beautiful Blue Room,Private room,East Harlem,2,4.88,73.0,3.0
2010,5,May,21456,Light-filled classic Central Park,Private room,Upper West Side,2,4.69,84.0,0.0
2010,5,May,9357,Midtown Pied-a-terre,Entire home/apt,Hell's Kitchen,2,4.52,175.0,0.0
2010,5,May,21794,COZY QUIET monthly room 4 DOOGLERS!,Private room,Chelsea,1,4.97,85.0,0.0
2010,5,May,15385,"Very, very cozy place",Private room,Williamsburg,1,4.87,98.0,4.0
2010,5,May,16974,SpaHa Loft: Enormous and Bright,Entire home/apt,East Harlem,1,4.85,384.0,0.0
2010,5,May,14314,Greenpoint Place...Has It All!,Entire home/apt,Greenpoint,1,4.83,115.0,0.0
2010,5,May,24285,Beautiful 3 bedroom & 3 bathroom Duplex Apartment,Entire home/apt,Park Slope,1,4.83,201.0,0.0
2010,5,May,8490,"Maison des Sirenes1,bohemian, luminous apartment",Entire home/apt,Bedford-Stuyvesant,1,4.77,,0.0
2010,5,May,23135,@HouseOnHenrySt Private 1 bedroom with shared use,Private room,Carroll Gardens,1,4.71,,0.0
2010,5,May,2595,Skylit Studio Oasis | Midtown Manhattan Sanctuary,Entire home/apt,Midtown,1,4.68,240.0,0.0
2010,5,May,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,1,4.6,139.0,3.0
2010,5,May,19812,2 bedroom Williamsburg Apt - Bedford L stop,Entire home/apt,Williamsburg,1,4.48,95.0,0.0
2010,5,May,12192,ENJOY Downtown NYC!,Private room,East Village,1,4.4,,2.0
2010,6,Jun,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,3,4.95,143.0,51.0
2010,6,Jun,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,3,4.75,201.0,0.0
2010,6,Jun,31130,Entire apartment _Most central location!,Entire home/apt,Hell's Kitchen,2,4.89,170.0,0.0
2010,6,Jun,9357,Midtown Pied-a-terre,Entire home/apt,Hell's Kitchen,2,4.52,175.0,0.0
2010,6,Jun,28907,Garden studio in the Upper East Sid,Entire home/apt,Upper East Side,1,4.95,,0.0
2010,6,Jun,26785,Park Slope Green Guest House,Entire home/apt,South Slope,1,4.93,103.0,1.0
2010,6,Jun,12937,"1 Stop to Midtown! Private Bedroom, Landmark House",Private room,Long Island City,1,4.92,226.0,35.0
2010,6,Jun,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,1,4.89,216.0,33.0
2010,6,Jun,8490,"Maison des Sirenes1,bohemian, luminous apartment",Entire home/apt,Bedford-Stuyvesant,1,4.77,,0.0
2010,6,Jun,23135,@HouseOnHenrySt Private 1 bedroom with shared use,Private room,Carroll Gardens,1,4.71,,0.0
2010,6,Jun,21456,Light-filled classic Central Park,Private room,Upper West Side,1,4.69,84.0,0.0
2010,6,Jun,19812,2 bedroom Williamsburg Apt - Bedford L stop,Entire home/apt,Williamsburg,1,4.48,95.0,0.0
2010,6,Jun,12192,ENJOY Downtown NYC!,Private room,East Village,1,4.4,,2.0
2010,6,Jun,31902,Sanctuary in East Flatbush,Private room,East Flatbush,1,4.33,,0.0
2010,7,Jul,31130,Entire apartment _Most central location!,Entire home/apt,Hell's Kitchen,4,4.89,170.0,0.0
2010,7,Jul,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,3,4.95,143.0,51.0
2010,7,Jul,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,3,4.75,201.0,0.0
2010,7,Jul,33009,Retreat in Williamsburg,Entire home/apt,Williamsburg,2,4.96,195.0,2.0
2010,7,Jul,26785,Park Slope Green Guest House,Entire home/apt,South Slope,2,4.93,103.0,1.0
2010,7,Jul,31994,Room with En Suite Bathroom & Deck,Private room,Clinton Hill,2,4.55,130.0,36.0
2010,7,Jul,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,1,4.89,216.0,33.0
2010,7,Jul,14314,Greenpoint Place...Has It All!,Entire home/apt,Greenpoint,1,4.83,115.0,0.0
2010,7,Jul,23135,@HouseOnHenrySt Private 1 bedroom with shared use,Private room,Carroll Gardens,1,4.71,,0.0
2010,7,Jul,21456,Light-filled classic Central Park,Private room,Upper West Side,1,4.69,84.0,0.0
2010,7,Jul,10452,Radiant Oasis  B&B Style room,Private room,Bedford-Stuyvesant,1,4.66,90.0,1.0
2010,7,Jul,19812,2 bedroom Williamsburg Apt - Bedford L stop,Entire home/apt,Williamsburg,1,4.48,95.0,0.0
2010,7,Jul,12192,ENJOY Downtown NYC!,Private room,East Village,1,4.4,,2.0
2010,8,Aug,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,7,4.95,143.0,51.0
2010,8,Aug,31130,Entire apartment _Most central location!,Entire home/apt,Hell's Kitchen,7,4.89,170.0,0.0
2010,8,Aug,9357,Midtown Pied-a-terre,Entire home/apt,Hell's Kitchen,4,4.52,175.0,0.0
2010,8,Aug,26785,Park Slope Green Guest House,Entire home/apt,South Slope,3,4.93,103.0,1.0
2010,8,Aug,39282,Cozy “Indie Rock”Room in the Heart of Williamsburg,Private room,Williamsburg,3,4.83,165.0,15.0
2010,8,Aug,42300,Beautiful Lower East Side Loft,Entire home/apt,Lower East Side,3,4.8,563.0,0.0
2010,8,Aug,19812,2 bedroom Williamsburg Apt - Bedford L stop,Entire home/apt,Williamsburg,3,4.48,95.0,0.0
2010,8,Aug,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,2,4.89,216.0,33.0
2010,8,Aug,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,2,4.75,201.0,0.0
2010,8,Aug,29013,Cozy Gorgeous Room,Private room,Bedford-Stuyvesant,2,4.74,90.0,4.0
2010,8,Aug,39704,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,Bedford-Stuyvesant,2,4.71,,0.0
2010,8,Aug,33009,Retreat in Williamsburg,Entire home/apt,Williamsburg,1,4.96,195.0,2.0
2010,8,Aug,7064,"Amazing location! Wburg. Large, bright & tranquil",Private room,Williamsburg,1,4.91,,0.0
2010,8,Aug,38833,Spectacular West Harlem Garden Apt,Private room,Harlem,1,4.84,132.0,44.0
2010,8,Aug,32037,Huge Private  Floor at The Waverly,Private room,Clinton Hill,1,4.84,,0.0
2010,8,Aug,8490,"Maison des Sirenes1,bohemian, luminous apartment",Entire home/apt,Bedford-Stuyvesant,1,4.77,,0.0
2010,8,Aug,21456,Light-filled classic Central Park,Private room,Upper West Side,1,4.69,84.0,0.0
2010,8,Aug,10452,Radiant Oasis  B&B Style room,Private room,Bedford-Stuyvesant,1,4.66,90.0,1.0
2010,8,Aug,31994,Room with En Suite Bathroom & Deck,Private room,Clinton Hill,1,4.55,130.0,36.0
2010,9,Sep,31130,Entire apartment _Most central location!,Entire home/apt,Hell's Kitchen,11,4.89,170.0,0.0
2010,9,Sep,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,8,4.89,216.0,33.0
2010,9,Sep,39282,Cozy “Indie Rock”Room in the Heart of Williamsburg,Private room,Williamsburg,6,4.83,165.0,15.0
2010,9,Sep,6990,UES Beautiful Blue Room,Private room,East Harlem,5,4.88,73.0,3.0
2010,9,Sep,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,5,4.75,201.0,0.0
2010,9,Sep,39704,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,Bedford-Stuyvesant,5,4.71,,0.0
2010,9,Sep,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,3,4.95,143.0,51.0
2010,9,Sep,26785,Park Slope Green Guest House,Entire home/apt,South Slope,3,4.93,103.0,1.0
2010,9,Sep,19174,One bedroom Duplex Private Terrace West Village,Entire home/apt,West Village,3,4.63,200.0,1.0
2010,9,Sep,16974,SpaHa Loft: Enormous and Bright,Entire home/apt,East Harlem,2,4.85,384.0,0.0
2010,9,Sep,27883,East Village Sanctuary,Entire home/apt,East Village,2,4.85,100.0,0.0
2010,9,Sep,23135,@HouseOnHenrySt Private 1 bedroom with shared use,Private room,Carroll Gardens,2,4.71,,0.0
2010,9,Sep,21456,Light-filled classic Central Park,Private room,Upper West Side,2,4.69,84.0,0.0
2010,9,Sep,12192,ENJOY Downtown NYC!,Private room,East Village,2,4.4,,2.0
2010,9,Sep,12937,"1 Stop to Midtown! Private Bedroom, Landmark House",Private room,Long Island City,1,4.92,226.0,35.0
2010,9,Sep,7801,Sunny Prime Williamsburg Loft with Sauna,Entire home/apt,Williamsburg,1,4.91,355.0,0.0
2010,9,Sep,39593,A lovely room w/ a Manhattan view,Private room,Sunnyside,1,4.9,,2.0
2010,9,Sep,38833,Spectacular West Harlem Garden Apt,Private room,Harlem,1,4.84,132.0,44.0
2010,9,Sep,32037,Huge Private  Floor at The Waverly,Private room,Clinton Hill,1,4.84,,0.0
2010,9,Sep,24285,Beautiful 3 bedroom & 3 bathroom Duplex Apartment,Entire home/apt,Park Slope,1,4.83,201.0,0.0
2010,10,Oct,39704,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,Bedford-Stuyvesant,7,4.71,,0.0
2010,10,Oct,44229,BROOKLYN VICTORIAN STYLE SUITE.....,Private room,Fort Greene,6,4.69,110.0,0.0
2010,10,Oct,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,5,4.95,143.0,51.0
2010,10,Oct,26785,Park Slope Green Guest House,Entire home/apt,South Slope,5,4.93,103.0,1.0
2010,10,Oct,12937,"1 Stop to Midtown! Private Bedroom, Landmark House",Private room,Long Island City,5,4.92,226.0,35.0
2010,10,Oct,39282,Cozy “Indie Rock”Room in the Heart of Williamsburg,Private room,Williamsburg,4,4.83,165.0,15.0
2010,10,Oct,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,4,4.75,201.0,0.0
2010,10,Oct,19174,One bedroom Duplex Private Terrace West Village,Entire home/apt,West Village,4,4.63,200.0,1.0
2010,10,Oct,31994,Room with En Suite Bathroom & Deck,Private room,Clinton Hill,4,4.55,130.0,36.0
2010,10,Oct,33009,Retreat in Williamsburg,Entire home/apt,Williamsburg,3,4.96,195.0,2.0
2010,10,Oct,39593,A lovely room w/ a Manhattan view,Private room,Sunnyside,3,4.9,,2.0
2010,10,Oct,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,3,4.89,216.0,33.0
2010,10,Oct,23135,@HouseOnHenrySt Private 1 bedroom with shared use,Private room,Carroll Gardens,3,4.71,,0.0
2010,10,Oct,20913,Charming 1 bed GR8 WBurg LOCATION!,Entire home/apt,Williamsburg,3,4.05,,0.0
2010,10,Oct,6990,UES Beautiful Blue Room,Private room,East Harlem,2,4.88,73.0,3.0
2010,10,Oct,54860,Bedroom in my apartment with a private bathroom.,Private room,East Harlem,2,4.87,125.0,2.0
2010,10,Oct,38833,Spectacular West Harlem Garden Apt,Private room,Harlem,2,4.84,132.0,44.0
2010,10,Oct,54508,S/Rm Br/st  PSlope great for  Med/Stu,Private room,Park Slope,2,4.8,95.0,35.0
2010,10,Oct,42729,@HouseOnHenrySt - Private 2nd bedroom w/shared use,Private room,Carroll Gardens,2,4.67,200.0,0.0
2010,10,Oct,6848,Only 2 stops to Manhattan studio,Entire home/apt,Williamsburg,2,4.6,139.0,3.0
2010,11,Nov,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,5,4.95,143.0,51.0
2010,11,Nov,39704,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,Bedford-Stuyvesant,5,4.71,,0.0
2010,11,Nov,6990,UES Beautiful Blue Room,Private room,East Harlem,4,4.88,73.0,3.0
2010,11,Nov,38833,Spectacular West Harlem Garden Apt,Private room,Harlem,4,4.84,132.0,44.0
2010,11,Nov,42300,Beautiful Lower East Side Loft,Entire home/apt,Lower East Side,4,4.8,563.0,0.0
2010,11,Nov,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,4,4.75,201.0,0.0
2010,11,Nov,54860,Bedroom in my apartment with a private bathroom.,Private room,East Harlem,3,4.87,125.0,2.0
2010,11,Nov,39282,Cozy “Indie Rock”Room in the Heart of Williamsburg,Private room,Williamsburg,3,4.83,165.0,15.0
2010,11,Nov,44229,BROOKLYN VICTORIAN STYLE SUITE.....,Private room,Fort Greene,3,4.69,110.0,0.0
2010,11,Nov,19174,One bedroom Duplex Private Terrace West Village,Entire home/apt,West Village,3,4.63,200.0,1.0
2010,11,Nov,31994,Room with En Suite Bathroom & Deck,Private room,Clinton Hill,3,4.55,130.0,36.0
2010,11,Nov,53469,cozy studio with parking spot,Entire home/apt,Middle Village,3,4.34,117.0,0.0
2010,11,Nov,33009,Retreat in Williamsburg,Entire home/apt,Williamsburg,2,4.96,195.0,2.0
2010,11,Nov,26785,Park Slope Green Guest House,Entire home/apt,South Slope,2,4.93,103.0,1.0
2010,11,Nov,57874,The Brownstone-Luxury 1 Bd Apt/NYC,Entire home/apt,East Harlem,2,4.88,116.0,4.0
2010,11,Nov,36647,"1 Bedroom & your own Bathroom, Elevator Apartment",Private room,East Harlem,2,4.77,,0.0
2010,11,Nov,39593,A lovely room w/ a Manhattan view,Private room,Sunnyside,1,4.9,,2.0
2010,11,Nov,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,1,4.89,216.0,33.0
2010,11,Nov,57166,Elegant NYC Pad,Entire home/apt,Ditmars Steinway,1,4.88,105.0,5.0
2010,11,Nov,16974,SpaHa Loft: Enormous and Bright,Entire home/apt,East Harlem,1,4.85,384.0,0.0
2010,12,Dec,38833,Spectacular West Harlem Garden Apt,Private room,Harlem,4,4.84,132.0,44.0
2010,12,Dec,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,4,4.75,201.0,0.0
2010,12,Dec,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,3,4.95,143.0,51.0
2010,12,Dec,57874,The Brownstone-Luxury 1 Bd Apt/NYC,Entire home/apt,East Harlem,3,4.88,116.0,4.0
2010,12,Dec,39282,Cozy “Indie Rock”Room in the Heart of Williamsburg,Private room,Williamsburg,3,4.83,165.0,15.0
2010,12,Dec,36647,"1 Bedroom & your own Bathroom, Elevator Apartment",Private room,East Harlem,3,4.77,,0.0
2010,12,Dec,31994,Room with En Suite Bathroom & Deck,Private room,Clinton Hill,3,4.55,130.0,36.0
2010,12,Dec,33009,Retreat in Williamsburg,Entire home/apt,Williamsburg,2,4.96,195.0,2.0
2010,12,Dec,57166,Elegant NYC Pad,Entire home/apt,Ditmars Steinway,2,4.88,105.0,5.0
2010,12,Dec,6990,UES Beautiful Blue Room,Private room,East Harlem,2,4.88,73.0,3.0
2010,12,Dec,42300,Beautiful Lower East Side Loft,Entire home/apt,Lower East Side,2,4.8,563.0,0.0
2010,12,Dec,23135,@HouseOnHenrySt Private 1 bedroom with shared use,Private room,Carroll Gardens,2,4.71,,0.0
2010,12,Dec,39704,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,Bedford-Stuyvesant,2,4.71,,0.0
2010,12,Dec,56859,City Room - Private & Comfy Bedroom,Private room,Harlem,2,4.67,,1.0
2010,12,Dec,19174,One bedroom Duplex Private Terrace West Village,Entire home/apt,West Village,2,4.63,200.0,1.0
2010,12,Dec,26785,Park Slope Green Guest House,Entire home/apt,South Slope,1,4.93,103.0,1.0
2010,12,Dec,12937,"1 Stop to Midtown! Private Bedroom, Landmark House",Private room,Long Island City,1,4.92,226.0,35.0
2010,12,Dec,7097,"Perfect for Your Parents, With Garden & Patio",Private room,Fort Greene,1,4.89,216.0,33.0
2010,12,Dec,60457,Spacious Greenwich Village Apt,Entire home/apt,Greenwich Village,1,4.88,,0.0
2010,12,Dec,16974,SpaHa Loft: Enormous and Bright,Entire home/apt,East Harlem,1,4.85,384.0,0.0
2011,1,Jan,39704,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,Bedford-Stuyvesant,4,4.71,,0.0
2011,1,Jan,23545,Upper Upper West Side Garden Apartment Townhouse,Entire home/apt,Harlem,3,4.75,201.0,0.0
2011,1,Jan,12192,ENJOY Downtown NYC!,Private room,East Village,3,4.4,,2.0
2011,1,Jan,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,2,4.95,143.0,51.0
2011,1,Jan,38833,Spectacular West Harlem Garden Apt,Private room,Harlem,2,4.84,132.0,44.0
2011,1,Jan,54508,S/Rm Br/st  PSlope great for  Med/Stu,Private room,Park Slope,2,4.8,95.0,35.0
2011,1,Jan,55982,Cozy 2 br in sunny Fort Greene apt,Private room,Fort Greene,2,4.72,,0.0
2011,1,Jan,54544,City Room - Private Penthouse Apt.,Entire home/apt,Harlem,2,4.66,,1.0
2011,1,Jan,65660,Bright+Spacious Williamsburg Abode!,Entire home/apt,Williamsburg,2,4.52,86.0,0.0
2011,1,Jan,52689,"Private, sunny two-bedroom near subway & shops",Private room,Ditmars Steinway,1,4.97,153.0,30.0
2011,1,Jan,33009,Retreat in Williamsburg,Entire home/apt,Williamsburg,1,4.96,195.0,2.0
2011,1,Jan,26785,Park Slope Green Guest House,Entire home/apt,South Slope,1,4.93,103.0,1.0
2011,1,Jan,7801,Sunny Prime Williamsburg Loft with Sauna,Entire home/apt,Williamsburg,1,4.91,355.0,0.0
2011,1,Jan,57874,The Brownstone-Luxury 1 Bd Apt/NYC,Entire home/apt,East Harlem,1,4.88,116.0,4.0
2011,1,Jan,6990,UES Beautiful Blue Room,Private room,East Harlem,1,4.88,73.0,3.0
2011,1,Jan,60457,Spacious Greenwich Village Apt,Entire home/apt,Greenwich Village,1,4.88,,0.0
2011,1,Jan,39282,Cozy “Indie Rock”Room in the Heart of Williamsburg,Private room,Williamsburg,1,4.83,165.0,15.0
2011,1,Jan,24285,Beautiful 3 bedroom & 3 bathroom Duplex Apartment,Entire home/apt,Park Slope,1,4.83,201.0,0.0
2011,1,Jan,64314,cozy bedroom in lovely garden apt,Private room,Crown Heights,1,4.82,72.0,0.0
2011,1,Jan,60666,City Room - Private Luxury Suite,Private room,Harlem,1,4.72,,2.0
2011,2,Feb,39704,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,Bedford-Stuyvesant,5,4.71,,0.0
2011,2,Feb,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,4,4.95,143.0,51.0
2011,2,Feb,63657,"Private, Large & Sunny Top Floor Apt  w/W&D",Entire home/apt,Bedford-Stuyvesant,3,4.59,,0.0
2011,2,Feb,6990,UES Beautiful Blue Room,Private room,East Harlem,2,4.88,73.0,3.0
2011,2,Feb,39282,Cozy “Indie Rock”Room in the Heart of Williamsburg,Private room,Williamsburg,2,4.83,165.0,15.0
2011,2,Feb,9357,Midtown Pied-a-terre,Entire home/apt,Hell's Kitchen,2,4.52,175.0,0.0
2011,2,Feb,26785,Park Slope Green Guest House,Entire home/apt,South Slope,1,4.93,103.0,1.0
2011,2,Feb,15385,"Very, very cozy place",Private room,Williamsburg,1,4.87,98.0,4.0
2011,2,Feb,38833,Spectacular West Harlem Garden Apt,Private room,Harlem,1,4.84,132.0,44.0
2011,2,Feb,75635,Bright Cozy Chinatown Studio Apt.,Entire home/apt,Chinatown,1,4.84,120.0,1.0
2011,2,Feb,60181,Sunny East Village Apartment with rooftop,Entire home/apt,East Village,1,4.81,,0.0
2011,2,Feb,55982,Cozy 2 br in sunny Fort Greene apt,Private room,Fort Greene,1,4.72,,0.0
2011,2,Feb,46544,Park Slope haven 15 mins from Soho,Entire home/apt,Park Slope,1,4.71,,0.0
2011,2,Feb,44229,BROOKLYN VICTORIAN STYLE SUITE.....,Private room,Fort Greene,1,4.69,110.0,0.0
2011,2,Feb,31994,Room with En Suite Bathroom & Deck,Private room,Clinton Hill,1,4.55,130.0,36.0
2011,2,Feb,65660,Bright+Spacious Williamsburg Abode!,Entire home/apt,Williamsburg,1,4.52,86.0,0.0
2011,2,Feb,12192,ENJOY Downtown NYC!,Private room,East Village,1,4.4,,2.0
2011,3,Mar,63657,"Private, Large & Sunny Top Floor Apt  w/W&D",Entire home/apt,Bedford-Stuyvesant,5,4.59,,0.0
2011,3,Mar,39704,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,Bedford-Stuyvesant,4,4.71,,0.0
2011,3,Mar,29628,"Comfortable, Sunny Room",Private room,Clinton Hill,3,4.95,143.0,51.0
2011,3,Mar,6990,UES Beautiful Blue Room,Private room,East Harlem,3,4.88,73.0,3.0
2011,3,Mar,38833,Spectacular West Harlem Garden Apt,Private room,Harlem,3,4.84,132.0,44.0
2011,3,Mar,12192,ENJOY Downtown NYC!,Private room,East Village,3,4.4,,2.0
2011,3,Mar,26785,Park Slope Green Guest House,Entire home/apt,South Slope,2,4.93,103.0,1.0
2011,3,Mar,39282,Cozy “Indie Rock”Room in the Heart of Williamsburg,Private room,Williamsburg,2,4.83,165.0,15.0
2011,3,Mar,64314,cozy bedroom in lovely garden apt,Private room,Crown Heights,2,4.82,72.0,0.0
2011,3,Mar,62925,Beautiful Landmarked Duplex,Entire home/apt,Greenpoint,2,4.81,285.0,0.0
2011,3,Mar,42300,Beautiful Lower East Side Loft,Entire home/apt,Lower East Side,2,4.8,563.0,0.0
2011,3,Mar,21456,Light-filled classic Central Park,Private room,Upper West Side,2,4.69,84.0,0.0
2011,3,Mar,75658,Modern Bed Stuy loft + rooftop garden,Private room,Bedford-Stuyvesant,2,4.58,222.0,0.0
2011,3,Mar,33009,Retreat in Williamsburg,Entire home/apt,Williamsburg,1,4.96,195.0,2.0
2011,3,Mar,18728,Beautiful Meatpacking District Loft,Private room,Chelsea,1,4.95,163.0,2.0
2011,3,Mar,67299,Cozy Garden Apartment  in Williamsburg,Entire home/apt,Williamsburg,1,4.9,185.0,7.0
